,m_c18p_0001,m_c18p_0003,m_c18p_0004,m_c18p_0007,m_c18p_0009,m_c18p_0011,m_c18p_0015,m_c18p_0021,m_c18p_0022,m_c18p_0026,m_c18p_0027,m_c18p_0028,m_c18p_0032,m_c18p_0037,m_c18p_0038,m_c18p_0039,m_c18p_0044,m_c18p_0046,m_c18p_0047,m_c18p_0049,m_c18p_0055,m_c18p_0056,m_c18p_0061,m_c18p_0063,m_c18p_0067,m_c18p_0068,m_c18p_0080,m_c18p_0081,m_c18p_0096,m_c18p_0097,m_c18p_0098,m_c18p_0106,m_c18p_0108,m_c18p_0114,m_c18p_0115,m_c18p_0118,m_c18p_0120,m_c18p_0122,m_c18p_0126,m_c18p_0129,m_c18p_0131,m_c18p_0135,m_c18p_0137,m_c18p_0139,m_c18p_0155,m_c18p_0158,m_c18p_0160,m_c18p_0161,m_c18p_0163,m_c18p_0170,m_c18p_0172,m_c18p_0178,m_c18p_0182,m_c18p_0190,m_c18p_0199,m_c18p_0210,m_c18p_0220,m_c18p_0222,m_c18p_0223,m_c18p_0230,m_c18p_0233,m_c18p_0234,m_c18p_0238,m_c18p_0239,m_c18p_0240,m_c18p_0241,m_c18p_0244,m_c18p_0253,m_c18p_0257,m_c18p_0265,m_c18p_0269,m_c18p_0270,m_c18p_0274,m_c18p_0276,m_c18p_0280,m_c18p_0281,m_c18p_0284,m_c18p_0290,m_c18p_0297,m_c18p_0298,m_c18p_0300,m_c18p_0301,m_c18p_0302,m_c18p_0305,m_c18p_0309,m_c18p_0311,m_c18p_0318,m_c18p_0322,m_c18p_0326,m_c18p_0327,m_c18p_0329,m_c18p_0334,m_c18p_0341,m_c18p_0349,m_c18p_0353,m_c18p_0355,m_c18p_0356,m_c18p_0360,m_c18p_0363,m_c18p_0374,m_c18p_0375,m_c18p_0378,m_c18p_0380,m_c18p_0392,m_c18p_0395,m_c18p_0397,m_c18p_0402,m_c18p_0403,m_c18p_0418,m_c18p_0426,m_c18p_0428,m_c18p_0430,m_c18p_0432,m_c18p_0438,m_c18p_0441,m_c18p_0442,m_c18p_0447,m_c18p_0456,m_c18p_0469,m_c18p_0475,m_c18p_0500,m_c18p_0501,m_c18p_0527,m_c18p_0530,m_c18p_0572,m_c18p_0574
4008_1,1835,10253,1442,8384,93535,237282,34590,36839464,6609982,9668,126038,254625,610799,605974,157134,4616947,1637885,18236,57469,75655,6675916,47563,16599,29654,792531,1195419,7422736,32164,20819,21144,42990,61469,0,49062,213735,26589,11342,26052,36704,595220,60875,405057,68668,4244,101317,30263,27050,76210,399304,930946,329443,2398810,10980,65135,42832,13219,3790787,126052,41968,39333,14241105,40010972,107267,157659,192108,343182,5516,106517,31579,10825,4798,104382,56945,261638,152317,136239,126935,5300762,503732,1951736,4142023,8451971,60427,297464,29106,13521,120770,69042,70944,7175,14989,5852,42277,51458,299888,23762392,28298,37648,455029,53497,280486,40437,1890,25481,3309,48752,50034,541,821288,967275,0,613283,349,145691,11884,171443,1866064,14345,28128,4642356,704,40278,212,137354,6890,23417
4008_2,2618,12827,492,7538,89666,201579,31313,32937478,6139862,7254,105013,254755,585226,655204,176417,4524427,1270406,25739,52710,75292,6678441,61748,17801,28048,669701,1096297,7831044,25571,23182,18909,66600,58168,0,44008,184183,36573,19793,19529,34555,607598,49428,334548,47607,5320,78732,31558,21244,67353,407943,931373,351385,2482195,3553,52103,45232,12119,3648404,113291,42441,37623,14318568,39453368,48334,47856,72135,108696,1246,113161,29023,6987,5793,196691,53290,263598,90586,141134,158129,1001488,292205,909363,4118532,8661151,29768,311700,17819,20153,106570,49420,65461,7162,12846,3001,26072,44571,123317,22848086,9397,32058,338344,12505,220164,42049,920,14968,1729,26569,47132,2210,1010705,948145,0,500959,593,314800,15128,187778,1797150,14410,19985,4568483,416,36594,0,158912,6788,16606
4008_3,928,11464,81,9992,109756,258003,35186,36547532,6077258,7128,106497,279392,555939,670892,157768,4182780,1245546,22722,63306,82325,6365996,66899,13782,23575,594932,1030815,6992622,26397,4970,17324,38816,61202,0,37593,228450,32828,15805,13574,29342,806693,47613,174731,57270,5529,74194,23449,26062,69776,418143,945433,362406,2590598,11482,64055,40927,12715,4203152,117715,43232,43587,15541040,44592632,39207,92377,119325,232872,4903,115270,29386,7205,3952,77824,58754,309584,64109,128574,167390,1312030,234891,915421,4422058,8940004,22895,376259,25413,18136,126332,55584,90197,4961,11996,883,28378,49276,86629,30515408,10261,29119,414614,23606,218153,43269,1319,15677,5348,27117,51678,491,984613,416249,0,636858,518,487867,13970,170929,1380298,14134,28314,3364630,620,24309,132,194679,6462,25526
4008_4,1543,1790,671,9505,142265,234617,38168,34214532,6245534,7291,113034,286134,574463,784247,185005,6363276,2677430,24136,51692,82587,6604214,56926,12677,34879,774131,1148492,6817176,28785,27653,29397,82305,57636,392,40871,197828,27237,20153,23397,28723,709226,80279,254707,65984,5441,127841,42640,36369,65220,406705,924628,336300,2662980,3725,63866,46046,15614,3470148,105726,43761,41310,16615043,46562024,28103,35561,57099,96147,1218,105764,29734,7801,5271,86386,99494,261384,189870,135833,139544,1136685,191139,706660,4868714,9770691,19383,608163,13710,24872,320443,51953,55473,5586,13037,3016,34990,36365,52995,23646290,10057,34640,338032,12904,193792,44740,3238,14146,2897,39029,50890,709,1255913,1142069,318,108883,590,974858,14454,49411,1683027,14389,31483,4277608,590,42965,125,498833,10490,20831
4009_1,2304,6927,1065,12252,83785,187377,219609,31234088,6600490,10498,347048,384352,550733,1042813,257401,4244050,1965126,6963,70978,100276,4972043,42450,359,119595,766,1951600,5715430,34380,78705,66761,43375,64205,0,67707,852290,25916,30637,121983,31558,566054,121280,268752,85096,6035,87585,13561,28716,72650,587471,814878,833493,2694976,8017,97566,107353,26727,3439067,148489,21367,19837,17286132,45450952,1105,65280,84255,245095,4984,186903,96518,9912,7105,601345,613702,563612,1215765,150079,53957,710986,86279,167346,4356915,7018638,9780,1355372,35516,34955,2035150,46844,765681,8374,21189,478,25753,38870,87301,28431426,4741,181117,504776,30207,114775,58353,1264,19504,0,27533,45672,2156,1534506,2402592,0,153196,420,36236,8076,48531,917130,19002,5063,15329,3402,25808,0,621230,85326,35553
4009_2,2776,4660,527,7056,109760,236597,55943,33225844,5765241,8233,231539,360619,589460,800461,135119,4738435,3419758,8945,50731,85291,5714610,79075,4547,97899,884336,1096805,4882020,15194,4962,20850,41288,39545,0,52867,580316,28375,11399,66607,38894,410751,49685,160356,50600,3911,81753,35230,21423,65362,466852,939432,274843,2556498,4358,52949,43744,17867,2962520,117811,46887,30920,13088158,46631420,887,51808,48142,122505,5764,93348,33437,7918,7119,84024,66080,364184,82880,171096,38377,787420,24407,47148,1963004,8081057,4013,177044,17606,12266,231844,52026,129491,8868,11920,2661,4490,27818,266953,24843604,10096,38582,547513,121769,248113,41435,2262,6156,1482,41717,49555,685,775093,2301208,0,78206,200,709651,23643,39909,1015841,14301,45448,2098300,757,29961,0,216838,9576,25334
4009_3,1406,8156,572,16578,76341,163886,414830,32068132,6761474,10242,280174,286052,650067,1170303,219533,6714844,3177047,6747,73942,95884,5553129,47464,4764,53893,460923,1900268,5581514,27060,71781,75465,51874,59845,0,65195,956107,28222,21784,121694,43455,547572,97380,959677,106352,4042,150813,13854,35326,72850,699073,928714,819308,2084315,7058,96641,110968,33544,3584727,133569,4187,18056,17932730,49927372,0,15618,32915,97433,6419,187925,59823,10368,12830,84071,494020,583053,917741,156210,71305,544999,31444,43080,3600980,8867164,7279,1142055,25863,35641,1710665,67956,761363,8489,20141,3400,64418,47947,126756,33215132,4945,206480,607348,67341,209646,54511,1399,19506,1288,21272,54788,3457,1656058,1943690,8,244808,840,28030,2780,74132,631431,19814,6371,15074,1772,22139,222,474743,71966,39103
4009_4,4421,3631,652,12085,102357,264416,43878,33374134,5702556,9742,227300,353551,588073,748440,136875,3880873,1838613,9001,55162,86763,6065683,66986,3311,37160,634492,1337776,5668663,14909,5141,35949,46678,51795,0,48944,595912,34708,12292,51653,25464,472891,80617,132087,101582,4371,117319,31836,24921,58568,471483,878508,271178,2798465,3347,40494,44374,16313,2876340,119913,59519,33045,12761759,44820880,1736,190196,171279,453328,5294,93804,59141,9108,5893,51243,72667,368362,93844,166413,35676,542226,69619,273489,1021416,8141078,4147,214938,16728,16351,338955,58073,102742,6812,12791,243,12360,32748,276891,26425350,6840,45145,608279,3369,229155,41336,2307,7152,1593,16073,51702,1799,883171,1463293,0,96163,387,643415,12646,44582,1082220,11261,46327,2424123,480,41336,192,293330,13472,21460
4010_1,1557,2676,1485,13206,227095,222560,34880,41227640,8793606,7926,226294,323125,700808,846300,165294,9099848,1451491,11926,54935,94571,5213004,57764,7012,34740,1144699,1567571,4699283,18559,28270,32998,50070,48848,0,52047,328627,28106,16715,57434,42854,602908,72012,335455,69314,5952,81311,25019,20311,63670,457350,744418,307263,2965530,4567,58715,34001,18804,4312127,116906,42766,36742,16672641,46655712,29706,49857,90774,151031,7785,104165,34616,9096,13190,50747,103985,366747,51806,153552,120275,1644328,484945,2802587,1361969,11891733,15981,415465,45393,24222,352865,85878,130447,5130,11179,6235,27001,44248,196158,36933504,12450,57445,758960,69043,356345,39010,1595,14091,2313,50096,46659,1344,1326864,876570,0,91554,270,900534,16513,34957,664617,16345,122917,1467452,205,53132,0,386529,13421,31359
4010_2,3924,441,711,10411,255249,326889,40306,41352124,8819042,9330,273155,315158,554511,1169609,225375,5544474,2534536,8127,49308,85685,6836797,51712,5177,44306,874586,1314819,5291802,19884,31683,59336,84258,53252,0,50088,363190,39008,9739,55474,23830,1023399,101620,151566,71802,7893,138867,39521,24014,65161,420336,762398,348796,2844310,3536,51394,46103,18678,3789410,103071,64991,37484,16441945,52370224,3756,20128,34619,81385,8430,110848,49152,9281,9606,68112,92129,268507,80469,155756,84949,1105792,139460,605191,1539300,8740579,8398,306901,104976,17518,514425,89558,104457,6044,15337,549,47673,42715,516828,35608728,11813,56251,608692,21809,442398,43687,1693,8954,265,20637,60216,295,1074146,855524,0,14062,778,986016,19770,5740,1147967,14108,106987,2485518,217,61129,112,444332,19699,43297
4010_3,876,10884,1052,14905,150114,205326,283967,34147580,7121969,9811,387747,214033,457967,1020617,203937,5658548,1975329,10301,70643,81762,5569562,33192,6727,66361,860651,2186454,5685930,38748,73216,100208,34571,77914,0,70265,359449,19158,31478,102215,27588,829532,149620,377982,171534,9388,95256,14259,22607,74492,497414,698386,689630,1685202,13016,95974,83966,24087,4293446,130011,31775,15380,16253131,42965828,20184,73175,72598,179747,5916,142761,50669,10078,17439,268876,547370,575429,1131927,119021,152899,901200,633762,2498816,2791978,8502178,13287,1827146,114335,37184,1874109,91099,713040,5685,19782,2383,100564,52214,146810,32989482,4807,208868,568468,27587,202476,53571,2776,34108,2938,23758,41997,2672,1579244,1619840,0,478778,235,29380,17267,130465,708604,20578,4122,14921,1929,38110,0,529971,80281,74090
4010_4,3344,1847,3151,20443,221340,194857,146109,34869564,7968341,11271,364834,228482,600506,992080,221997,6520795,2172207,8977,72815,90053,6299082,41333,10306,55191,198164,1834519,6484721,35582,72674,129996,26043,69528,0,59677,515959,21693,36563,104857,32296,1553128,159639,532116,162710,9556,147188,15685,43155,76492,496011,635476,720231,1937216,8150,135329,92124,32363,3888499,144526,24413,17820,18219054,49909392,42018,41026,74268,130168,6956,165626,75358,11840,14313,101713,719598,540862,1523675,121193,252160,3459385,696838,3750375,2252428,9816593,18905,2087177,99862,42165,2351276,47277,728082,5047,20821,12760,105335,55435,131585,38008312,14380,247487,593000,37747,230346,66917,2367,44831,14,21882,53115,3269,1911640,861431,0,15849,692,21399,20525,0,759033,14460,3980,9886,3326,37972,261,702536,103567,60033
4012_1,1286,7386,455,10052,163926,135909,122501,34086340,6323525,3932,98779,260438,603822,793102,177453,5883836,1522200,6908,39503,79504,4792236,35244,4454,32806,459566,1466846,3821239,17095,15630,60921,47287,41035,0,32094,489748,18605,15191,48447,20716,709324,94764,262422,39138,4174,85851,7383,20431,31984,427240,594505,337395,2713396,10092,52485,62721,15678,3530563,63051,14413,12396,16366470,43950108,48798,22647,55724,44679,4427,127934,31669,7860,13529,70700,84831,319277,38317,93763,51492,208500,320254,1283410,949697,6781138,19741,172348,3140,11947,419588,80624,40359,3247,8636,227,19494,59231,893720,32772978,4380,55419,338740,26734,495919,30339,1847,13405,0,33600,50340,0,534612,413713,0,276739,365,31479,17055,83100,436926,14612,5796,10583,4096,7359,0,443516,14697,18644
4012_2,5751,955,548,9301,123995,105961,355597,33421366,6732912,3589,92295,187162,575082,845512,175975,7805273,960638,7093,34842,71223,4550966,38435,3395,26556,999578,1640794,4194832,28172,24557,57706,48946,41144,0,30366,372370,18951,13757,38059,34258,576676,80432,301398,77891,5489,109503,9181,16679,30523,441990,648536,320297,2183547,9081,40924,57696,15753,3443980,67779,14264,15272,14800331,40475840,39116,16488,46219,46511,8187,103101,36026,7412,18418,49622,53459,305944,33133,88880,31233,183404,222232,1250320,1152330,6561209,15875,122734,4062,10280,281226,73839,120835,2918,8705,2264,23718,58447,1129102,30827416,2211,56395,332951,30860,455086,29901,2076,19770,506,28826,43930,801,470279,152108,0,55794,253,26920,45491,13094,581088,12346,2452,31384,262,6541,0,241048,10958,21760
4012_3,868,2149,503,11251,132811,122980,177922,34136084,6856210,5433,128387,171534,479231,776134,176327,5872144,1633891,7080,37358,71277,4810266,36840,5788,44837,795836,1444720,4245123,21193,14174,86836,36652,41625,0,39705,384060,19425,18528,48588,16682,891242,141797,266467,95702,7050,142909,8755,23732,37335,390549,633495,300080,2137892,5283,46821,50192,17132,3104767,68417,2991,12067,14365323,39616712,81845,37865,89051,89741,7762,106189,33555,8442,15249,146862,101386,341775,44933,78844,47594,189033,481342,2826628,1290909,6563370,30634,213629,5647,10463,580119,71843,78059,1659,8788,1364,54047,56506,1173618,29316202,1835,57976,360243,46843,554204,30706,3959,23190,225,31702,48877,0,422882,458075,0,238711,239,23735,48300,36110,593496,12868,3762,18478,0,11109,0,549877,18525,14562
4012_4,4433,13346,4,13222,155441,146691,79176,38634544,7661820,4340,113020,186777,576519,782076,185158,6900710,1159934,7375,37532,78178,5872006,36239,6608,33700,957593,1395839,5310442,26308,28457,75801,41795,39239,0,46167,462412,20358,17673,46983,19050,602902,99017,326376,76314,4648,91577,9030,21203,35976,378561,623250,382382,2860514,24420,57565,62390,16082,2957948,62577,13624,11194,18222224,47246600,83297,24254,73215,56485,1311,128232,27827,8089,17436,84456,66603,313105,40060,91237,51560,224981,483955,3018746,1315538,7987898,31016,188411,5246,9923,378047,76370,198954,2154,8712,596,26921,52720,997459,36135064,3599,62054,383805,8997,576293,29981,3168,13632,221,30576,63444,451,397660,323621,0,422471,482,25745,71604,147695,556522,17490,3068,19331,338,9865,0,331023,12861,25133
4013_1,1209,4909,419,20166,77422,201269,271425,28897042,6803976,9999,116625,222489,514590,1092132,222327,5139076,8268900,8447,71021,76151,4085460,51798,7434,76724,125840,1372956,5323598,19584,54281,44300,54404,80690,0,53585,674235,24732,24913,93762,30803,652668,75829,851477,132311,7288,69734,13278,22179,72514,706404,802874,746202,1638347,6562,85926,89719,22621,3737417,138255,11039,11814,15511797,40695112,45135,76649,155517,284067,23345,174458,77982,8969,6072,43526,291541,486136,651956,122359,71866,868486,317127,1679398,863231,7225935,25586,1041405,30009,38327,938136,46454,4958648,6516,18260,902,51011,50712,67472,27546670,6191,215284,582554,31462,121245,10355,3538,53035,0,24063,50639,259,1862414,612678,7,287007,407,29586,24969,74184,866715,25743,4087,18778,2193,19251,0,234297,41051,38775
4013_2,1438,7069,1736,22280,77612,203183,125356,29215582,6632536,10630,109509,251396,507829,1056681,226245,5920836,3142696,8588,66400,81197,4281352,52935,2585,66170,0,1720202,5833843,20404,51138,42095,45073,68720,0,65723,704814,24670,21030,56341,36487,632253,70027,637915,66305,5543,88859,12053,25220,56872,676349,925583,708403,2452283,6312,84069,93953,22330,4455458,139290,10778,11956,13553397,35944364,34142,71962,150694,345668,23133,161780,88907,9293,7992,508572,288185,474343,610180,117505,72326,1823830,301538,1724560,1481684,6485629,19808,1058618,6293,62191,932381,57843,9261459,9774,15470,2638,30425,46642,41292,24274922,10395,207413,480416,36837,66178,51977,1569,59725,454,22899,36924,1421,2690870,279308,6,415643,113,27037,22842,80536,599739,23135,2127,14408,4644,17846,245,243939,40968,22171
4013_3,732,2684,1774,18488,69853,191698,150771,30068556,6123666,10588,65897,368824,518668,1010757,219554,5924452,1566875,7977,65198,81920,4451692,46827,8291,67341,173375,1844974,4624431,21608,41366,36179,46555,74621,0,64762,757065,23113,24745,83348,35738,631109,58103,555051,69439,9163,40004,13214,21189,57834,783539,867358,756696,2640753,9103,84206,97145,21815,5339776,138394,22976,10339,13467140,37295948,34061,40672,103050,211932,23495,170266,182385,9555,9153,578165,176134,478478,673191,134948,71352,1240531,266041,1251985,1347096,6420346,19140,582128,7910,46294,556782,107454,5197620,9528,21214,1765,20625,60837,178156,27535456,7023,255409,594447,30191,204466,54535,2798,61836,242,16349,41480,1249,2050492,323496,206,156878,554,33887,23842,29795,1088549,23862,3658,23831,4751,15877,196,119618,25678,31168
4013_4,15601,1703,955,15796,101722,167192,52021,30098690,5068362,10202,71758,345195,571103,738521,127849,5924221,2286975,8159,52366,71364,4873480,79754,13041,45945,641558,1081793,5453720,11018,9654,22139,34166,47905,538,40626,492439,32259,7320,22539,42832,724646,51161,263341,97943,6169,94693,33568,26226,51253,578601,955368,269932,1895042,6994,35854,45167,13719,4110994,123591,51153,27320,10309442,35185516,30923,70663,145368,293038,16733,92184,43436,6810,6053,65059,46302,345178,42785,145973,50786,1749446,170249,1452494,355321,6545715,19970,211027,14988,22640,188133,39201,1066971,9599,10404,4277,16659,40903,329645,19259140,15805,46059,507437,127481,241785,39804,1090,14286,391,29288,42488,601,1151801,351189,0,129914,649,529735,49534,18616,708646,12205,37656,1660052,367,37850,290,157856,8605,26740
4015_1,138,2422,393,7489,77420,166264,300945,29463240,6838692,4924,96526,182677,585630,732140,188400,5125054,1690139,11627,33842,62094,6029358,41605,15251,29131,565100,1528058,6675381,23336,10115,59379,57455,38642,506,45720,401504,21120,12187,28739,21196,347155,91760,234051,103034,8665,105220,6174,12864,51012,458797,686727,370368,2293710,8893,30310,56317,14336,1997760,69727,3297,13289,11650496,31009812,32314,37394,55726,81009,4646,125706,22207,6588,11516,105703,23337,350146,56358,86379,70508,126134,314356,1345369,372308,6594060,21134,68944,11810,10156,238414,43645,73666,3306,10722,917,27073,32580,1305708,18903478,1316,34145,336208,7881,231502,31377,3124,10642,0,28916,46782,403,446534,593560,22,22724,230,1331,16092,15526,1239597,13185,5408,2940638,539,4954,133,107617,9288,15684
4015_2,412,7858,601,5558,75909,185558,175934,34431704,6630116,4330,68865,252497,443892,662773,160675,5794188,2636970,7865,33899,70797,4413492,34572,23891,33977,528581,1518636,3625459,22390,19331,38713,35677,37639,0,45947,554709,20217,13443,62134,24769,456181,61161,261439,123628,8220,52001,11074,12844,42069,486146,639359,305117,2216352,5998,43610,54124,24126,2431104,71029,16973,14049,11170362,30874888,24569,22045,34531,57217,2477,102398,69361,6293,10987,17551,25964,314109,127493,85818,77026,74640,238347,1197291,499541,5180044,16144,59529,10520,9798,114309,132458,34840,4338,12031,125,30635,49408,1783477,18222780,966,38571,282064,48719,338569,30850,360,13972,658,27313,34221,725,366017,1895469,593,290033,380,3071,11780,88706,1007937,17564,4169,1860962,378,3329,0,67450,5870,16221
4015_3,820,8501,333,7419,59235,242280,222768,31892426,6793074,4898,110923,235477,472338,739806,151449,4826954,1354151,8878,33246,62533,4885144,37092,14057,34051,630546,1642268,4633762,24063,14844,69749,43954,39440,0,39974,443178,18850,19325,36544,17785,314425,95508,219200,121628,11234,102204,10628,13951,43920,567893,643287,386284,2084069,7439,33857,56763,14921,2984902,60186,1777,13644,12520766,32979916,10056,4844,19634,27473,2816,128517,62009,7535,13055,39379,34752,318840,91279,75650,61331,87452,165743,668609,428908,5581788,7947,122076,7052,9592,222960,87762,91553,2970,10129,462,28767,49956,2013944,19592390,1384,41067,317083,18487,271980,33367,1332,5502,261,32165,35841,373,417636,949614,9,219092,634,3328,3619,103800,950114,13081,4224,1625606,0,10058,0,138526,8158,18374
